seller_id,risk_score,gmv,gmv_at_risk_weighted
0db783cfcd3b73998abc6e10e59a102f,0.34505658100452696,9077.399999999994,3132.216608410491
37515688008a7a40ac93e3b2e4ab203f,0.18608371402206314,5954.099999999993,1107.9610416587648
610f72e407cdd7caaa2f8167b0163fd8,0.7580790275039114,13585.16,10298.624881285037
efcd8d2104f1a05d028af7bad20d974b,0.7435202462348175,2384.7899999999995,1773.13964801833
77530e9772f57a62c906e1c21538ab82,0.21758024587118371,45676.600000000035,9938.325858559718
5b2e94f2c22b39ccc24d34ad0f669672,0.8253126728965023,949.78,783.86547046364
165fc07beebdcb6190fba8a06db2a449,0.828224638106907,17481.399999999994,14478.52618860208
8c9348f33ae3dada25c99c99ade2af78,0.6705799577793008,312.99,209.88482098534337
113e3a788b935f48aad63e1c41dac1bd,0.7559214849211676,847.3500000000003,640.5300702479516
d98eec89afa3380e14463da2aabaea72,0.2750835879024226,6968.529999999977,1916.9282348056627
0691148aee60ca47977c187804f935ae,0.8121417562712343,5868.509999999998,4766.0620180953
08061dc0fc165ed41288cc7acde738ee,0.8484694959947569,123.80000000000001,105.0405236041509
da8622b14eb17ae2831f4ac5b9dab84a,4.4657018577720153e-07,159816.8699999954,0.07136944932622881
87d30a6a0cbf89356e49324971ab1d24,0.8154316691278568,2134.13,1740.2371880358332
850f4f8af5ea87287ac68de36e29107f,0.4248506615662724,45285.37000000004,19239.51940377344
a5a1bfcf728ab0e19182959cf0771ee4,0.6976170201692375,1812.9600000000007,1264.7517528860214
cac876b37d3abcd6bd76caca30277996,0.6672985772619028,2229.770000000001,1487.9223486212736
17a053fcb14bd219540cbde0df490be0,0.6687225668380795,40353.240000000114,26985.12223303314
04aba03279157f6d4e0fe8ccaf21963c,0.8707597976131547,2416.0,2103.7556710333815
3bb548e3cb7f70f28e3f11ee9dce0e59,0.8495139447249086,7690.019999999997,6532.779225213439
f9903dd0f812c7e771fcad47b6fff231,0.7900551317707295,1684.8500000000001,1331.1243887639137
8602a61d680a10a82cceeeda0d99ea3d,0.7938195345909876,826.99,656.4808169114009
259f7b5e6e482c230e5bfaa670b6bb8f,0.33264405125841406,8393.139999999976,2791.9280923790375
e26901d5ab434ce92fd9b5c256820a4e,0.1345679265438153,11601.499999999953,1561.1897997980668
d94a40fd42351c259927028d163af842,0.6968807288280403,13674.800000000001,9529.704590577687
01bcc9d254a0143f0ce9791b960b2a47,0.9094378266003,1393.21,1267.037874397804
afe0067131b73e40875c9b6c10bd2e21,0.8518532817363047,5040.499999999999,4293.766466591843
1d4587203296c8f4ad134dc286fa6db0,0.7981811272939832,2287.500000000001,1825.839328684987
23613d49c3ac2bd302259e55c06c050c,0.7098508014338246,4193.100000000003,2976.475395492172
508808d438fe2ff972ed13bb8f4a82e2,0.6827042406975253,234.84000000000003,160.32626388540686
6c1b6d0c604b776f844125f911eb7377,0.935753761289748,327.07,306.05698270503785
aae5e7b457a3c72ee230a47d98fceda5,0.7179840525988482,604.8,434.2367550117834
9baf5cb77970f539089d09a38bcec5c3,0.6520123197819103,5989.679999999996,3905.3451515513098
7901646fdd36a55f564ffaf2dbccaaf7,0.826148522543668,11857.079999999998,9795.709123682072
e59aa562b9f8076dd550fcddf0e73491,0.8579947313279109,30716.3,26354.42356588751
ec8879960bd2221d5c32f8e12f7da711,0.8151867569478062,3957.5000000000023,3226.101590620945
5f2684dab12e59f83bef73ae57724e45,0.7122035610004006,8870.969999999987,6317.936423527714
02c988090b766852e088c69d7fb3b551,0.7926841391884589,1564.3700000000003,1240.0512868222497
81783131d2a97c8d44d406a4be81b5d9,0.9811581231194267,761.8399999999999,747.485504517304
48985c61529077fa4f1e38bcff0f2ed3,0.8623112159272955,879.3,758.2302521648709
e1b12447a7563944843191754aeb5562,0.7766191428235212,472.46000000000004,366.92148021840086
59b22a78efb79a4797979612b885db36,0.5277540714751844,27184.500000000007,14346.730556017154
8f580d36c1e9d6fbce95283403c7d447,0.8394729257508496,4813.25,4040.593059870277
e70053bf73d1b5863932e53a9fa47496,0.8633238812034878,4025.0,3474.878621844038
ca7c6bd577e559472af1c699de9e764e,0.6053316001679242,148.0,89.58907682485278
e64d65bc8dbec2accda90c58de5d1246,0.7910277009228491,1678.8000000000004,1327.9773043092794
a36b125ac6d5fdbc7f50de85c9157bdc,0.7612807863688366,1793.65,1365.4712824704638
7ff588a03c2aeae4fbd23f9ae64b760d,0.714345127621574,1182.2,844.4988098742248
